document_index,document_title,paragraph_index,question,answer,label
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,Versões mais modernas do ábaco ainda são usadas como instrumento de cálculo.,0
2,CIENCIA_DA_COMPUTACAO,0,A quem é atribuida a invenção do ábaco?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Como são utilizadas as versões mais modernas do ábaco?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Por quem eram produzidas as tabelas logarítmicas?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Qual era o uso original do ábaco?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Qual foi a primeira ferramenta conhecida para a computação?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Quantas regras Pānini utilizou para formular a gramática de Sânscrito?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,No século VII,0
2,CIENCIA_DA_COMPUTACAO,0,A quem é atribuida a invenção do ábaco?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,Como são utilizadas as versões mais modernas do ábaco?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,Por quem eram produzidas as tabelas logarítmicas?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,Qual era o uso original do ábaco?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,Qual foi a primeira ferramenta conhecida para a computação?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,Quantas regras Pānini utilizou para formular a gramática de Sânscrito?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",1
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,"a.C., na antiga Índia, o gramático Pānini formulou a gramática de Sânscrito usando 3959 regras conhecidas como Ashtadhyāyi, de forma bastante sistemática e técnica.",0
2,CIENCIA_DA_COMPUTACAO,0,A quem é atribuida a invenção do ábaco?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Como são utilizadas as versões mais modernas do ábaco?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Por quem eram produzidas as tabelas logarítmicas?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Qual era o uso original do ábaco?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Qual foi a primeira ferramenta conhecida para a computação?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Quantas regras Pānini utilizou para formular a gramática de Sânscrito?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,Pānini usou transformações e recursividade com tamanha sofisticação que sua gramática possuía o poder computacional teórico tal qual a Máquina de Turing.,0
2,CIENCIA_DA_COMPUTACAO,0,A quem é atribuida a invenção do ábaco?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",0
2,CIENCIA_DA_COMPUTACAO,0,Como são utilizadas as versões mais modernas do ábaco?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",0
2,CIENCIA_DA_COMPUTACAO,0,Por quem eram produzidas as tabelas logarítmicas?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",1
2,CIENCIA_DA_COMPUTACAO,0,Qual era o uso original do ábaco?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",0
2,CIENCIA_DA_COMPUTACAO,0,Qual foi a primeira ferramenta conhecida para a computação?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",0
2,CIENCIA_DA_COMPUTACAO,0,Quantas regras Pānini utilizou para formular a gramática de Sânscrito?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",0
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,"Entre 200 a.C. e 400, os indianos também inventaram o logaritmo, e partir do século XIII tabelas logarítmicas eram produzidas por matemáticos islâmicos.",1
2,CIENCIA_DA_COMPUTACAO,0,A quem é atribuida a invenção do ábaco?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Como são utilizadas as versões mais modernas do ábaco?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Por quem eram produzidas as tabelas logarítmicas?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Qual era o uso original do ábaco?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Qual foi a primeira ferramenta conhecida para a computação?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Quantas regras Pānini utilizou para formular a gramática de Sânscrito?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,0,Quem inventou o logaritmo?,"Quando John Napier descobriu os logaritmos para uso computacional no século XVI, seguiu-se um período de considerável progresso na construção de ferramentas de cálculo.",0
2,CIENCIA_DA_COMPUTACAO,1,A expressão máquina computacional se referia à quê?,"Antes da década de 1920, computador era um termo associado a pessoas que realizavam cálculos, geralmente liderados por físicos.",0
2,CIENCIA_DA_COMPUTACAO,1,A quem era associado o termo computador?,"Antes da década de 1920, computador era um termo associado a pessoas que realizavam cálculos, geralmente liderados por físicos.",1
2,CIENCIA_DA_COMPUTACAO,1,Como é conhecido Alan Turing?,"Antes da década de 1920, computador era um termo associado a pessoas que realizavam cálculos, geralmente liderados por físicos.",0
2,CIENCIA_DA_COMPUTACAO,1,Em que eram empregados os computadores antes da década de 1920?,"Antes da década de 1920, computador era um termo associado a pessoas que realizavam cálculos, geralmente liderados por físicos.",0
2,CIENCIA_DA_COMPUTACAO,1,Quando o termo máquina computacional perdeu espaço para o termo computador?,"Antes da década de 1920, computador era um termo associado a pessoas que realizavam cálculos, geralmente liderados por físicos.",0
2,CIENCIA_DA_COMPUTACAO,1,A expressão máquina computacional se referia à quê?,"Milhares de computadores eram empregados em projetos no comércio, governo e sítios de pesquisa.",0
2,CIENCIA_DA_COMPUTACAO,1,A quem era associado o termo computador?,"Milhares de computadores eram empregados em projetos no comércio, governo e sítios de pesquisa.",0
2,CIENCIA_DA_COMPUTACAO,1,Como é conhecido Alan Turing?,"Milhares de computadores eram empregados em projetos no comércio, governo e sítios de pesquisa.",0
2,CIENCIA_DA_COMPUTACAO,1,Em que eram empregados os computadores antes da década de 1920?,"Milhares de computadores eram empregados em projetos no comércio, governo e sítios de pesquisa.",1
2,CIENCIA_DA_COMPUTACAO,1,Quando o termo máquina computacional perdeu espaço para o termo computador?,"Milhares de computadores eram empregados em projetos no comércio, governo e sítios de pesquisa.",0
2,CIENCIA_DA_COMPUTACAO,1,A expressão máquina computacional se referia à quê?,"Após a década de 1920, a expressão máquina computacional começou a ser usada para referir-se a qualquer máquina que realize o trabalho de um profissional, especialmente aquelas de acordo com os métodos da Tese de Church-Turing.",1
2,CIENCIA_DA_COMPUTACAO,1,A quem era associado o termo computador?,"Após a década de 1920, a expressão máquina computacional começou a ser usada para referir-se a qualquer máquina que realize o trabalho de um profissional, especialmente aquelas de acordo com os métodos da Tese de Church-Turing.",0
2,CIENCIA_DA_COMPUTACAO,1,Como é conhecido Alan Turing?,"Após a década de 1920, a expressão máquina computacional começou a ser usada para referir-se a qualquer máquina que realize o trabalho de um profissional, especialmente aquelas de acordo com os métodos da Tese de Church-Turing.",0
2,CIENCIA_DA_COMPUTACAO,1,Em que eram empregados os computadores antes da década de 1920?,"Após a década de 1920, a expressão máquina computacional começou a ser usada para referir-se a qualquer máquina que realize o trabalho de um profissional, especialmente aquelas de acordo com os métodos da Tese de Church-Turing.",0
2,CIENCIA_DA_COMPUTACAO,1,Quando o termo máquina computacional perdeu espaço para o termo computador?,"Após a década de 1920, a expressão máquina computacional começou a ser usada para referir-se a qualquer máquina que realize o trabalho de um profissional, especialmente aquelas de acordo com os métodos da Tese de Church-Turing.",0
2,CIENCIA_DA_COMPUTACAO,1,A expressão máquina computacional se referia à quê?,"O termo máquina computacional acabou perdendo espaço para o termo reduzido computador no final da década de 1940, com as máquinas digitais cada vez mais difundidas.",0
2,CIENCIA_DA_COMPUTACAO,1,A quem era associado o termo computador?,"O termo máquina computacional acabou perdendo espaço para o termo reduzido computador no final da década de 1940, com as máquinas digitais cada vez mais difundidas.",0
2,CIENCIA_DA_COMPUTACAO,1,Como é conhecido Alan Turing?,"O termo máquina computacional acabou perdendo espaço para o termo reduzido computador no final da década de 1940, com as máquinas digitais cada vez mais difundidas.",0
2,CIENCIA_DA_COMPUTACAO,1,Em que eram empregados os computadores antes da década de 1920?,"O termo máquina computacional acabou perdendo espaço para o termo reduzido computador no final da década de 1940, com as máquinas digitais cada vez mais difundidas.",0
2,CIENCIA_DA_COMPUTACAO,1,Quando o termo máquina computacional perdeu espaço para o termo computador?,"O termo máquina computacional acabou perdendo espaço para o termo reduzido computador no final da década de 1940, com as máquinas digitais cada vez mais difundidas.",1
2,CIENCIA_DA_COMPUTACAO,1,A expressão máquina computacional se referia à quê?,"Alan Turing, conhecido como pai da Ciência da Computação, inventou a Máquina de Turing, que posteriormente evoluiu para o computador moderno.",0
2,CIENCIA_DA_COMPUTACAO,1,A quem era associado o termo computador?,"Alan Turing, conhecido como pai da Ciência da Computação, inventou a Máquina de Turing, que posteriormente evoluiu para o computador moderno.",0
2,CIENCIA_DA_COMPUTACAO,1,Como é conhecido Alan Turing?,"Alan Turing, conhecido como pai da Ciência da Computação, inventou a Máquina de Turing, que posteriormente evoluiu para o computador moderno.",1
2,CIENCIA_DA_COMPUTACAO,1,Em que eram empregados os computadores antes da década de 1920?,"Alan Turing, conhecido como pai da Ciência da Computação, inventou a Máquina de Turing, que posteriormente evoluiu para o computador moderno.",0
2,CIENCIA_DA_COMPUTACAO,1,Quando o termo máquina computacional perdeu espaço para o termo computador?,"Alan Turing, conhecido como pai da Ciência da Computação, inventou a Máquina de Turing, que posteriormente evoluiu para o computador moderno.",0
2,CIENCIA_DA_COMPUTACAO,2,Ao que a ciência da computação contribuiu?,"Apesar de sua pequena história enquanto uma disciplina acadêmica, a Ciência da Computação deu origem a diversas contribuições fundamentais para a ciência e para a sociedade.",1
2,CIENCIA_DA_COMPUTACAO,2,O que originou a era da informação?,"Apesar de sua pequena história enquanto uma disciplina acadêmica, a Ciência da Computação deu origem a diversas contribuições fundamentais para a ciência e para a sociedade.",0
2,CIENCIA_DA_COMPUTACAO,2,O que é linguagem de programação?,"Apesar de sua pequena história enquanto uma disciplina acadêmica, a Ciência da Computação deu origem a diversas contribuições fundamentais para a ciência e para a sociedade.",0
2,CIENCIA_DA_COMPUTACAO,2,Quem deu suporte à revolução digital?,"Apesar de sua pequena história enquanto uma disciplina acadêmica, a Ciência da Computação deu origem a diversas contribuições fundamentais para a ciência e para a sociedade.",0
2,CIENCIA_DA_COMPUTACAO,2,Ao que a ciência da computação contribuiu?,"Esta ciência foi responsável pela definição formal de computação e computabilidade, e pela prova da existência de problemas insolúveis ou intratáveis computacionalmente.",0
2,CIENCIA_DA_COMPUTACAO,2,O que originou a era da informação?,"Esta ciência foi responsável pela definição formal de computação e computabilidade, e pela prova da existência de problemas insolúveis ou intratáveis computacionalmente.",0
2,CIENCIA_DA_COMPUTACAO,2,O que é linguagem de programação?,"Esta ciência foi responsável pela definição formal de computação e computabilidade, e pela prova da existência de problemas insolúveis ou intratáveis computacionalmente.",0
2,CIENCIA_DA_COMPUTACAO,2,Quem deu suporte à revolução digital?,"Esta ciência foi responsável pela definição formal de computação e computabilidade, e pela prova da existência de problemas insolúveis ou intratáveis computacionalmente.",0
2,CIENCIA_DA_COMPUTACAO,2,Ao que a ciência da computação contribuiu?,"Também foi possível a construção e formalização do conceito de linguagem de computador, sobretudo linguagem de programação, uma ferramenta para a expressão precisa de informação metodológica flexível o suficiente para ser representada em diversos níveis de abstração.",0
2,CIENCIA_DA_COMPUTACAO,2,O que originou a era da informação?,"Também foi possível a construção e formalização do conceito de linguagem de computador, sobretudo linguagem de programação, uma ferramenta para a expressão precisa de informação metodológica flexível o suficiente para ser representada em diversos níveis de abstração.",0
2,CIENCIA_DA_COMPUTACAO,2,O que é linguagem de programação?,"Também foi possível a construção e formalização do conceito de linguagem de computador, sobretudo linguagem de programação, uma ferramenta para a expressão precisa de informação metodológica flexível o suficiente para ser representada em diversos níveis de abstração.",1
2,CIENCIA_DA_COMPUTACAO,2,Quem deu suporte à revolução digital?,"Também foi possível a construção e formalização do conceito de linguagem de computador, sobretudo linguagem de programação, uma ferramenta para a expressão precisa de informação metodológica flexível o suficiente para ser representada em diversos níveis de abstração.",0
2,CIENCIA_DA_COMPUTACAO,2,Ao que a ciência da computação contribuiu?,"Para outros campos científicos e para a sociedade de forma geral, a Ciência da Computação forneceu suporte para a Revolução Digital, dando origem a Era da Informação.",0
2,CIENCIA_DA_COMPUTACAO,2,O que originou a era da informação?,"Para outros campos científicos e para a sociedade de forma geral, a Ciência da Computação forneceu suporte para a Revolução Digital, dando origem a Era da Informação.",1
2,CIENCIA_DA_COMPUTACAO,2,O que é linguagem de programação?,"Para outros campos científicos e para a sociedade de forma geral, a Ciência da Computação forneceu suporte para a Revolução Digital, dando origem a Era da Informação.",0
2,CIENCIA_DA_COMPUTACAO,2,Quem deu suporte à revolução digital?,"Para outros campos científicos e para a sociedade de forma geral, a Ciência da Computação forneceu suporte para a Revolução Digital, dando origem a Era da Informação.",1
2,CIENCIA_DA_COMPUTACAO,2,Ao que a ciência da computação contribuiu?,A computação científica é uma área da computação que permite o avanço de estudos como o mapeamento do genoma humano.,0
2,CIENCIA_DA_COMPUTACAO,2,O que originou a era da informação?,A computação científica é uma área da computação que permite o avanço de estudos como o mapeamento do genoma humano.,0
2,CIENCIA_DA_COMPUTACAO,2,O que é linguagem de programação?,A computação científica é uma área da computação que permite o avanço de estudos como o mapeamento do genoma humano.,0
